"id","code","name","reconcile","account_type",parent_id/id
ec50201220101,5.02.01.22.01.01,INTANGIBLES,FALSE,expense,ec502012201
ec502012202,5.02.01.22.02.,OTROS ACTIVOS,FALSE,view,ec5020122
ec50201220201,5.02.01.22.02.01,OTROS ACTIVOS,FALSE,expense,ec502012202
ec5020123,5.02.01.23.,GASTO DETERIORO:,FALSE,view,ec50201
ec502012301,5.02.01.23.01.,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,view,ec5020123
ec50201230101,5.02.01.23.01.01,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,expense,ec502012301
ec502012306,5.02.01.23.06.,OTROS ACTIVOS,FALSE,view,ec5020123
ec50201230601,5.02.01.23.06.01,OTROS ACTIVOS,FALSE,expense,ec502012306
ec5020124,5.02.01.24.,GASTOS POR CANTIDADES ANORMALES DE UTILIZACION EN EL PROCESO DE PRODUCCIÓN:,FALSE,view,ec50201
ec502012401,5.02.01.24.01.,MANO DE OBRA,FALSE,view,ec5020124
ec50201240101,5.02.01.24.01.01,MANO DE OBRA,FALSE,expense,ec502012401
ec502012402,5.02.01.24.02.,MATERIALES,FALSE,view,ec5020124
ec50201240201,5.02.01.24.02.01,MATERIALES,FALSE,expense,ec502012402
ec502012403,5.02.01.24.03.,COSTOS DE PRODUCCION,FALSE,view,ec5020124
ec50201240301,5.02.01.24.03.01,COSTOS DE PRODUCCION,FALSE,expense_direct_cost,ec502012403
ec5020125,5.02.01.25.,GASTO POR REESTRUCTURACION,FALSE,view,ec50201
ec502012501,5.02.01.25.01,GASTO POR REESTRUCTURACION,FALSE,expense,ec5020125
ec5020126,5.02.01.26.,VALOR NETO DE REALIZACION DE INVENTARIOS,FALSE,view,ec50201
ec502012601,5.02.01.26.01,VALOR NETO DE REALIZACION DE INVENTARIOS,FALSE,expense,ec5020126
ec5020127,5.02.01.27.,OTROS GASTOS,FALSE,view,ec50201
ec502012701,5.02.01.27.01,OTROS GASTOS,FALSE,expense,ec5020127
ec50202,5.02.02.,GASTOS ADMINISTRATIVOS,FALSE,view,ec502
ec5020201,5.02.02.01.,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES",FALSE,view,ec50202
ec502020101,5.02.02.01.01,"SUELDOS, SALARIOS Y DEMÁS REMUNERACIONES",FALSE,expense,ec5020201
ec5020202,5.02.02.02.,APORTES A LA SEGURIDAD SOCIAL (INCLUIDO FONDO DE RESERVA),FALSE,view,ec50202
ec502020201,5.02.02.02.01,APORTES A LA SEGURIDAD SOCIAL (INCLUIDO FONDO DE RESERVA),FALSE,expense,ec5020202
ec5020203,5.02.02.03.,BENEFICIOS SOCIALES E INDEMNIZACIONES,FALSE,view,ec50202
ec502020301,5.02.02.03.01,BENEFICIOS SOCIALES E INDEMNIZACIONES,FALSE,expense,ec5020203
ec502020302,5.02.02.03.02,VACACIONES,FALSE,expense,ec5020203
ec5020204,5.02.02.04.,GASTO PLANES DE BENEFICIOS A EMPLEADOS,FALSE,view,ec50202
ec502020401,5.02.02.04.01,GASTO PLANES DE BENEFICIOS A EMPLEADOS,FALSE,expense,ec5020204
ec5020205,5.02.02.05.,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",FALSE,view,ec50202
ec502020501,5.02.02.05.01,"HONORARIOS, COMISIONES Y DIETAS A PERSONAS NATURALES",FALSE,expense,ec5020205
ec5020206,5.02.02.06.,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,FALSE,view,ec50202
ec502020601,5.02.02.06.01,REMUNERACIONES A OTROS TRABAJADORES AUTÓNOMOS,FALSE,expense,ec5020206
ec5020207,5.02.02.07.,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,FALSE,view,ec50202
ec502020701,5.02.02.07.01,HONORARIOS A EXTRANJEROS POR SERVICIOS OCASIONALES,FALSE,expense,ec5020207
ec5020208,5.02.02.08.,MANTENIMIENTO Y REPARACIONES,FALSE,view,ec50202
ec502020801,5.02.02.08.01,MANTENIMIENTO Y REPARACIONES,FALSE,expense,ec5020208
ec5020209,5.02.02.09.,ARRENDAMIENTO OPERATIVO,FALSE,view,ec50202
ec502020901,5.02.02.09.01,ARRENDAMIENTO OPERATIVO,FALSE,expense,ec5020209
ec5020210,5.02.02.10.,COMISIONES,FALSE,view,ec50202
ec502021001,5.02.02.10.01,COMISIONES,FALSE,expense,ec5020210
ec5020212,5.02.02.12.,COMBUSTIBLES,FALSE,view,ec50202
ec502021201,5.02.02.12.01,COMBUSTIBLES,FALSE,expense,ec5020212
ec5020213,5.02.02.13.,LUBRICANTES,FALSE,view,ec50202
ec502021301,5.02.02.13.01,LUBRICANTES,FALSE,expense,ec5020213
ec5020214,5.02.02.14.,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),FALSE,view,ec50202
ec502021401,5.02.02.14.01,SEGUROS Y REASEGUROS (PRIMAS Y CESIONES),FALSE,expense,ec5020214
ec5020215,5.02.02.15.,TRANSPORTE,FALSE,view,ec50202
ec502021501,5.02.02.15.01,TRANSPORTE,FALSE,expense,ec5020215
ec5020216,5.02.02.16.,"GASTOS DE GESTIÓN (AGASAJOS A ACCIONISTAS, TRABAJADORES Y CLIENTES)",FALSE,view,ec50202
ec502021601,5.02.02.16.01,"GASTOS DE GESTIÓN (AGASAJOS A ACCIONISTAS, TRABAJADORES Y CLIENTES)",FALSE,expense,ec5020216
ec5020217,5.02.02.17.,GASTOS DE VIAJE,FALSE,view,ec50202
ec502021701,5.02.02.17.01,GASTOS DE VIAJE,FALSE,expense,ec5020217
ec5020218,5.02.02.18.,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",FALSE,view,ec50202
ec502021801,5.02.02.18.01,"AGUA, ENERGÍA, LUZ, Y TELECOMUNICACIONES",FALSE,expense,ec5020218
ec5020219,5.02.02.19.,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,FALSE,view,ec50202
ec502021901,5.02.02.19.01,NOTARIOS Y REGISTRADORES DE LA PROPIEDAD O MERCANTILES,FALSE,expense,ec5020219
ec5020220,5.02.02.20.,"IMPUESTOS, CONTRIBUCIONES Y OTROS",FALSE,view,ec50202
ec502022001,5.02.02.20.01,"IMPUESTOS, CONTRIBUCIONES Y OTROS",FALSE,expense,ec5020220
ec502022002,5.02.02.20.02,IMPUESTO DE CONSUMOS ESPECIALES ICE,FALSE,expense,ec5020220
ec502022003,5.02.02.20.03,IMPUESTOS NO RETENIDOS,FALSE,expense,ec5020220
ec5020221,5.02.02.21.,DEPRECIACIONES:,FALSE,view,ec50202
ec502022101,5.02.02.21.01.,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,view,ec5020221
ec50202210101,5.02.02.21.01.01,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,expense_depreciation,ec502022101
ec502022102,5.02.02.21.02.,PROPIEDADES DE INVERSIÓN,FALSE,view,ec5020221
ec50202210201,5.02.02.21.02.01,PROPIEDADES DE INVERSIÓN,FALSE,expense,ec502022102
ec5020222,5.02.02.22.,AMORTIZACIONES:,FALSE,view,ec50202
ec502022201,5.02.02.22.01.,INTANGIBLES,FALSE,view,ec5020222
ec50202220101,5.02.02.22.01.01,INTANGIBLES,FALSE,expense,ec502022201
ec502022202,5.02.02.22.02.,OTROS ACTIVOS,FALSE,view,ec5020222
ec50202220201,5.02.02.22.02.01,OTROS ACTIVOS,FALSE,expense,ec502022202
ec5020223,5.02.02.23.,GASTO DETERIORO:,FALSE,view,ec50202
ec502022301,5.02.02.23.01.,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,view,ec5020223
ec50202230101,5.02.02.23.01.01,"PROPIEDADES, PLANTA Y EQUIPO",FALSE,expense_depreciation,ec502022301
ec502022302,5.02.02.23.02.,INVENTARIOS,FALSE,view,ec5020223
ec50202230201,5.02.02.23.02.01,INVENTARIOS,FALSE,expense,ec502022302
ec502022303,5.02.02.23.03.,INSTRUMENTOS FINANCIEROS,FALSE,view,ec5020223
ec50202230301,5.02.02.23.03.01,INSTRUMENTOS FINANCIEROS,FALSE,expense,ec502022303
ec502022304,5.02.02.23.04.,INTANGIBLES,FALSE,view,ec5020223
ec50202230401,5.02.02.23.04.01,INTANGIBLES,FALSE,expense,ec502022304
ec502022305,5.02.02.23.05.,CUENTAS POR COBRAR,FALSE,view,ec5020223
ec50202230501,5.02.02.23.05.01,CUENTAS POR COBRAR,FALSE,expense,ec502022305
ec502022306,5.02.02.23.06.,OTROS ACTIVOS,FALSE,view,ec5020223
ec50202230601,5.02.02.23.06.01,OTROS ACTIVOS,FALSE,expense,ec502022306
ec5020224,5.02.02.24.,GASTOS POR CANTIDADES ANORMALES DE UTILIZACION EN EL PROCESO DE PRODUCCIÓN:,FALSE,view,ec50202
ec502022401,5.02.02.24.01.,MANO DE OBRA,FALSE,view,ec5020224
ec50202240101,5.02.02.24.01.01,MANO DE OBRA,FALSE,expense,ec502022401
ec502022402,5.02.02.24.02.,MATERIALES,FALSE,view,ec5020224
ec50202240201,5.02.02.24.02.01,MATERIALES,FALSE,expense,ec502022402
ec502022403,5.02.02.24.03.,COSTOS DE PRODUCCION,FALSE,view,ec5020224
ec50202240301,5.02.02.24.03.01,COSTOS DE PRODUCCION,FALSE,expense_direct_cost,ec502022403
ec5020225,5.02.02.25.,GASTO POR REESTRUCTURACION,FALSE,view,ec50202
ec502022501,5.02.02.25.01,GASTO POR REESTRUCTURACION,FALSE,expense_direct_cost,ec5020225
ec5020226,5.02.02.26.,VALOR NETO DE REALIZACION DE INVENTARIOS,FALSE,view,ec50202
ec502022601,5.02.02.26.01,VALOR NETO DE REALIZACION DE INVENTARIOS,FALSE,expense_direct_cost,ec5020226
ec5020227,5.02.02.27.,OTROS GASTOS,FALSE,view,ec50202
ec502022701,5.02.02.27.01,OTROS GASTOS,FALSE,expense_direct_cost,ec5020227
ec50203,5.02.03.,GASTOS FINANCIEROS,FALSE,view,ec502
ec5020301,5.02.03.01.,INTERESES,FALSE,view,ec50203
ec502030101,5.02.03.01.01,INTERESES,FALSE,expense,ec5020301
ec5020302,5.02.03.02.,COMISIONES,FALSE,view,ec50203
ec502030201,5.02.03.02.01,COMISIONES,FALSE,expense,ec5020302
ec5020303,5.02.03.03.,GASTOS DE FINANCIAMIENTO DE ACTIVOS,FALSE,view,ec50203
ec502030301,5.02.03.03.01,GASTOS DE FINANCIAMIENTO DE ACTIVOS,FALSE,expense,ec5020303
ec5020304,5.02.03.04.,DIFERENCIA EN CAMBIO,FALSE,view,ec50203
ec502030401,5.02.03.04.01,DIFERENCIA EN CAMBIO,FALSE,expense,ec5020304
ec5020305,5.02.03.05.,OTROS GASTOS FINANCIEROS,FALSE,view,ec50203
ec502030501,5.02.03.05.01,OTROS GASTOS FINANCIEROS,FALSE,expense,ec5020305
ec50204,5.02.04.,OTROS GASTOS,FALSE,view,ec502
ec5020401,5.02.04.01.,PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS,FALSE,view,ec50204
ec502040101,5.02.04.01.01,PERDIDA EN INVERSIONES EN ASOCIADAS / SUBSIDIARIAS Y OTRAS,FALSE,expense,ec5020401
ec5020402,5.02.04.02.,OTROS,FALSE,view,ec50204
ec502040201,5.02.04.02.01,OTROS,FALSE,expense,ec5020402
ec6,6,TRANSITORIA,FALSE,view,ecpuc
ec601010101,6.01.01.01.01,TRANSITORIA COSTOS EN COMPRAS,FALSE,expense,ec6
ec7,7,INGRESOS Y GASTOS POR OPE. DISCONTINUADAS,FALSE,view,ecpuc
ec701,7.01.,INGRESOS POR OPERACIONES DISCONTINUADAS,FALSE,view,ec7
ec70101,7.01.01,INGRESOS POR OPERACIONES DISCONTINUADAS,FALSE,income,ec701
ec702,7.02.,GASTOS POR OPERACIONES DISCONTINUADAS,FALSE,view,ec7
ec70201,7.02.01,GASTOS POR OPERACIONES DISCONTINUADAS,FALSE,expense,ec702
ec8,8,OTRO RESULTADO INTEGRAL,FALSE,view,ecpuc
ec801,8.01.,COMPONENTES DEL OTRO RESULTADO INTEGRAL,FALSE,view,ec8
ec80101,8.01.01.,DIFERENCIA DE CAMBIO POR CONVERSIÓN,FALSE,view,ec801
ec8010101,8.01.01.01,DIFERENCIA DE CAMBIO POR CONVERSIÓN,FALSE,expense,ec80101
ec80102,8.01.02.,VALUACION DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA,FALSE,view,ec801
ec8010201,8.01.02.01,VALUACION DE ACTIVOS FINANCIEROS DISPONIBLES PARA LA VENTA,FALSE,income,ec80102
ec80103,8.01.03.,"GANANCIAS POR REVALUACIÓN DE PROPIEDADES, PLANTA  Y EQUIPO",FALSE,view,ec801
ec8010301,8.01.03.01,"GANANCIAS POR REVALUACIÓN DE PROPIEDADES, PLANTA  Y EQUIPO",FALSE,equity,ec80103
ec80104,8.01.04.,GANANCIAS (PÉRDIDAS) ACTUARIALES POR PLANES DE BENEFICIOS DEFINIDOS,FALSE,view,ec801
ec8010401,8.01.04.01,GANANCIAS (PÉRDIDAS) ACTUARIALES POR PLANES DE BENEFICIOS DEFINIDOS,FALSE,equity,ec80104
ec80105,8.01.05.,REVERSION DEL DETERIORO (PÉRDIDA POR DETERIORO) DE UN ACTIVO REVALUADO,FALSE,view,ec801
ec8010501,8.01.05.01,REVERSION DEL DETERIORO (PÉRDIDA POR DETERIORO) DE UN ACTIVO REVALUADO,FALSE,expense_direct_cost,ec80105
ec80106,8.01.06.,PARTICIPACION DE OTRO RESULTADO INTEGRAL DE ASOCIADAS,FALSE,view,ec801
ec8010601,8.01.06.01,PARTICIPACION DE OTRO RESULTADO INTEGRAL DE ASOCIADAS,FALSE,expense_direct_cost,ec80106
ec80107,8.01.07.,IMPUESTO SOBRE LAS GANANCIAS RELATIVO A OTRO RESULTADO INTEGRAL,FALSE,view,ec801
ec8010701,8.01.07.01,IMPUESTO SOBRE LAS GANANCIAS RELATIVO A OTRO RESULTADO INTEGRAL,FALSE,expense_direct_cost,ec80107
ec80108,8.01.08.,OTROS (DETALLAR EN NOTAS),FALSE,view,ec801
ec8010801,8.01.08.01,OTROS (DETALLAR EN NOTAS),FALSE,expense_direct_cost,ec80108
ec9,9,UTILIDAD A REINVERTIR (INFORMATIVO),FALSE,view,ecpuc
ec90,9.0.,GANANCIA POR ACCION:,FALSE,view,ec9
ec9001,9.0.01.,GANANCIA POR ACCIÓN BÁSICA,FALSE,view,ec90
ec900101,9.0.01.01.,GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES CONTINUADAS,FALSE,view,ec9001
ec90010101,9.0.01.01.01,GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES CONTINUADAS,FALSE,income,ec900101
ec900102,9.0.01.02.,GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES DISCONTINUADAS,FALSE,view,ec9001
ec90010201,9.0.01.02.01,GANANCIA POR ACCIÓN BÁSICA EN OPERACIONES DISCONTINUADAS,FALSE,income,ec900102
ec9002,9.0.02.,GANANCIA POR ACCIÓN DILUÍDA,FALSE,view,ec90
ec900201,9.0.02.01.,GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES CONTINUADAS,FALSE,view,ec9002
ec90020101,9.0.02.01.01,GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES CONTINUADAS,FALSE,income,ec900201
ec900202,9.0.02.02.,GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES DISCONTINUADAS,FALSE,view,ec9002
ec90020201,9.0.02.02.01,GANANCIA POR ACCIÓN DILUÍDA EN OPERACIONES DISCONTINUADAS,FALSE,income,ec900202
ec91,9.1.,UTILIDAD A REINVERTIR (INFORMATIVO),FALSE,view,ec9
ec9101,9.1.01,UTILIDAD A REINVERTIR (INFORMATIVO),FALSE,income,ec91
ec95,9.5.,"INCREMENTO NETO (DISMINUCIÓN) EN EL EFECTIVO Y EQUIVALENTES AL EFECTIVO, ANTES DEL EFECTO DE LOS CAM",FALSE,view,ec9
ec9501,9.5.01.,FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE OPERACIÓN,FALSE,view,ec95
ec950101,9.5.01.01.,CLASES DE COBROS POR ACTIVIDADES DE OPERACIÓN,FALSE,view,ec9501
ec95010101,9.5.01.01.01,COBROS PROCEDENTES DE LAS VENTAS DE BIENES Y PRESTACIÓN DE SERVICIOS,FALSE,income,ec950101
ec95010102,9.5.01.01.02,"COBROS PROCEDENTES DE REGALÍAS, CUOTAS, COMISIONES Y OTROS INGRESOS DE ACTIVIDADES ORDINARIAS",FALSE,income,ec950101
ec95010103,9.5.01.01.03,COBROS PROCEDENTES DE CONTRATOS MANTENIDOS CON PROPÓSITOS DE INTERMEDIACIÓN O PARA NEGOCIAR,FALSE,income,ec950101
ec95010104,9.5.01.01.04,"COBROS PROCEDENTES DE PRIMAS Y PRESTACIONES, ANUALIDADES Y OTROS BENEFICIOS DE PÓLIZAS SUSCRITAS",FALSE,income,ec950101
ec95010105,9.5.01.01.05,OTROS COBROS POR ACTIVIDADES DE OPERACIÓN,FALSE,income,ec950101
ec950102,9.5.01.02.,CLASES DE PAGOS POR ACTVIDADES DE OPERACIÓN,FALSE,view,ec9501
ec95010201,9.5.01.02.01,PAGOS A PROVEEDORES POR EL SUMINISTRO DE BIENES Y SERVICIOS,FALSE,expense,ec950102
ec95010202,9.5.01.02.02,PAGOS PROCEDENTES DE CONTRATOS MANTENIDOS PARA INTERMEDIACIÓN O PARA NEGOCIAR,FALSE,expense,ec950102
ec95010203,9.5.01.02.03,PAGOS A Y POR CUENTA DE LOS EMPLEADOS,FALSE,expense,ec950102
ec95010204,9.5.01.02.04,"PAGOS POR PRIMAS Y PRESTACIONES, ANUALIDADES Y OTRAS OBLIGACIONES DERIVADAS DE LAS PÓLIZAS SUSCRITAS",FALSE,expense,ec950102
ec95010205,9.5.01.02.05,OTROS PAGOS POR ACTIVIDADES DE OPERACIÓN,FALSE,expense,ec950102
ec950103,9.5.01.03.,DIVIDENDOS PAGADOS,FALSE,view,ec9501
ec95010301,9.5.01.03.01,DIVIDENDOS PAGADOS,FALSE,expense,ec950103
ec950104,9.5.01.04.,DIVIDENDOS RECIBIDOS,FALSE,view,ec9501
ec95010401,9.5.01.04.01,DIVIDENDOS RECIBIDOS,FALSE,expense,ec950104
ec950105,9.5.01.05.,INTERESES PAGADOS,FALSE,view,ec9501
ec95010501,9.5.01.05.01,INTERESES PAGADOS,FALSE,expense,ec950105
ec950106,9.5.01.06.,INTERESES RECIBIDOS,FALSE,view,ec9501
ec95010601,9.5.01.06.01,INTERESES RECIBIDOS,FALSE,income,ec950106
ec950107,9.5.01.07.,IMPUESTOS A LAS GANANCIAS PAGADOS,FALSE,view,ec9501
ec95010701,9.5.01.07.01,IMPUESTOS A LAS GANANCIAS PAGADOS,FALSE,expense_direct_cost,ec950107
ec950108,9.5.01.08.,OTRAS ENTRADAS (SALIDAS) DE EFECTIVO,FALSE,view,ec9501
ec95010801,9.5.01.08.01,OTRAS ENTRADAS (SALIDAS) DE EFECTIVO,FALSE,expense_direct_cost,ec950108
ec9502,9.5.02.,FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE INVERSIÓN,FALSE,view,ec95
ec950201,9.5.02.01.,EFECTIVO PROCEDENTES DE LA VENTA DE ACCIONES EN SUBSIDIARIAS U OTROS NEGOCIOS,FALSE,view,ec9502
ec95020101,9.5.02.01.01,EFECTIVO PROCEDENTES DE LA VENTA DE ACCIONES EN SUBSIDIARIAS U OTROS NEGOCIOS,FALSE,expense_direct_cost,ec950201
ec950202,9.5.02.02.,EFECTIVO UTILIZADO PARA ADQUIRIR ACCIONES EN SUBSIDIARIAS U OTROS NEGOCIOS PARA TENER EL CONTROL,FALSE,view,ec9502
ec95020201,9.5.02.02.01,EFECTIVO UTILIZADO PARA ADQUIRIR ACCIONES EN SUBSIDIARIAS U OTROS NEGOCIOS PARA TENER EL CONTROL,FALSE,expense_direct_cost,ec950202
ec950203,9.5.02.03.,EFECTIVO UTILIZADO EN LA COMPRA DE PARTICIPACIONES NO CONTROLADORAS,FALSE,view,ec9502
ec95020301,9.5.02.03.01,EFECTIVO UTILIZADO EN LA COMPRA DE PARTICIPACIONES NO CONTROLADORAS,FALSE,expense_direct_cost,ec950203
ec950204,9.5.02.04.,OTROS COBROS POR LA VENTA DE ACCIONES O INSTRUMENTOS DE DEUDA DE OTRAS ENTIDADES,FALSE,view,ec9502
ec95020401,9.5.02.04.01,OTROS COBROS POR LA VENTA DE ACCIONES O INSTRUMENTOS DE DEUDA DE OTRAS ENTIDADES,FALSE,expense_direct_cost,ec950204
ec950205,9.5.02.05.,OTROS PAGOS PARA ADQUIRIR ACCIONES O INSTRUMENTOS DE DEUDA DE OTRAS ENTIDADES,FALSE,view,ec9502
ec95020501,9.5.02.05.01,OTROS PAGOS PARA ADQUIRIR ACCIONES O INSTRUMENTOS DE DEUDA DE OTRAS ENTIDADES,FALSE,asset_current,ec950205
ec950206,9.5.02.06.,OTROS COBROS POR LA VENTA DE PARTICIPACIONES EN NEGOCIOS CONJUNTOS,FALSE,view,ec9502
ec95020601,9.5.02.06.01,OTROS COBROS POR LA VENTA DE PARTICIPACIONES EN NEGOCIOS CONJUNTOS,FALSE,income,ec950206
ec950207,9.5.02.07.,OTROS PAGOS PARA ADQUIRIR PARTICIPACIONES EN NEGOCIOS CONJUNTOS,FALSE,view,ec9502
ec95020701,9.5.02.07.01,OTROS PAGOS PARA ADQUIRIR PARTICIPACIONES EN NEGOCIOS CONJUNTOS,FALSE,asset_current,ec950207
ec950208,9.5.02.08.,"IMPORTES PROCEDENTES POR LA VENTA DE PROPIEDADES, PLANTA Y EQUIPO",FALSE,view,ec9502
ec95020801,9.5.02.08.01,"IMPORTES PROCEDENTES POR LA VENTA DE PROPIEDADES, PLANTA Y EQUIPO",FALSE,asset_current,ec950208
ec950209,9.5.02.09.,"ADQUISICIONES DE PROPIEDADES, PLANTA Y EQUIPO",FALSE,view,ec9502
ec95020901,9.5.02.09.01,"ADQUISICIONES DE PROPIEDADES, PLANTA Y EQUIPO",FALSE,asset_current,ec950209
ec950210,9.5.02.10.,IMPORTES PROCEDENTES DE VENTAS DE ACTIVOS INTANGIBLES,FALSE,view,ec9502
ec95021001,9.5.02.10.01,IMPORTES PROCEDENTES DE VENTAS DE ACTIVOS INTANGIBLES,FALSE,expense,ec950210
ec950211,9.5.02.11.,COMPRAS DE ACTIVOS INTANGIBLES,FALSE,view,ec9502
ec95021101,9.5.02.11.01,COMPRAS DE ACTIVOS INTANGIBLES,FALSE,asset_current,ec950211
ec950212,9.5.02.12.,IMPORTES PROCEDENTES DE OTROS ACTIVOS A LARGO PLAZO,FALSE,view,ec9502
ec95021201,9.5.02.12.01,IMPORTES PROCEDENTES DE OTROS ACTIVOS A LARGO PLAZO,FALSE,expense,ec950212
ec950213,9.5.02.13.,COMPRAS DE OTROS ACTIVOS A LARGO PLAZO,FALSE,view,ec9502
ec95021301,9.5.02.13.01,COMPRAS DE OTROS ACTIVOS A LARGO PLAZO,FALSE,asset_current,ec950213
ec950214,9.5.02.14.,IMPORTES PROCEDENTES DE SUBVENCIONES DEL GOBIERNO,FALSE,view,ec9502
ec95021401,9.5.02.14.01,IMPORTES PROCEDENTES DE SUBVENCIONES DEL GOBIERNO,FALSE,asset_current,ec950214
ec950215,9.5.02.15.,ANTICIPOS DE EFECTIVO EFECTUADOS A TERCEROS,FALSE,view,ec9502
ec95021501,9.5.02.15.01,ANTICIPOS DE EFECTIVO EFECTUADOS A TERCEROS,FALSE,asset_current,ec950215
ec950216,9.5.02.16.,COBROS PROCEDENTES DEL REEMBOLSO DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS A TERCEROS,FALSE,view,ec9502
ec95021601,9.5.02.16.01,COBROS PROCEDENTES DEL REEMBOLSO DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS A TERCEROS,FALSE,income,ec950216
ec950217,9.5.02.17.,"PAGOS DERIVADOS DE CONTRATOS DE FUTURO, A TÉRMINO, DE OPCIONES Y DE PERMUTA FINANCIERA",FALSE,view,ec9502
ec95021701,9.5.02.17.01,"PAGOS DERIVADOS DE CONTRATOS DE FUTURO, A TÉRMINO, DE OPCIONES Y DE PERMUTA FINANCIERA",FALSE,asset_current,ec950217
ec950218,9.5.02.18.,"COBROS PROCEDENTES DE CONTRATOS DE FUTURO, A TÉRMINO, DE OPCIONES Y DE PERMUTA FINANCIERA",FALSE,view,ec9502
ec95021801,9.5.02.18.01,"COBROS PROCEDENTES DE CONTRATOS DE FUTURO, A TÉRMINO, DE OPCIONES Y DE PERMUTA FINANCIERA",FALSE,income,ec950218
ec950219,9.5.02.19.,DIVIDENDOS RECIBIDOS,FALSE,view,ec9502
ec95021901,9.5.02.19.01,DIVIDENDOS RECIBIDOS,FALSE,asset_current,ec950219
ec950220,9.5.02.20.,INTERESES RECIBIDOS,FALSE,view,ec9502
ec95022001,9.5.02.20.01,INTERESES RECIBIDOS,FALSE,asset_current,ec950220
ec950221,9.5.02.21.,OTRAS ENTRADAS (SALIDAS) DE EFECTIVO,FALSE,view,ec9502
ec95022101,9.5.02.21.01,OTRAS ENTRADAS (SALIDAS) DE EFECTIVO,FALSE,income,ec950221
ec9503,9.5.03.,FLUJOS DE EFECTIVO PROCEDENTES DE (UTILIZADOS EN) ACTIVIDADES DE FINANCIACIÓN,FALSE,view,ec95
ec950301,9.5.03.01.,APORTE EN EFECTIVO POR AUMENTO DE CAPITAL,FALSE,view,ec9503
ec95030101,9.5.03.01.01,APORTE EN EFECTIVO POR AUMENTO DE CAPITAL,FALSE,expense_direct_cost,ec950301
ec950302,9.5.03.02.,FINANCIAMIENTO POR EMISIÓN DE TÍTULOS VALORES,FALSE,view,ec9503
ec95030201,9.5.03.02.01,FINANCIAMIENTO POR EMISIÓN DE TÍTULOS VALORES,FALSE,asset_current,ec950302
ec950303,9.5.03.03.,PAGOS POR ADQUIRIR O RESCATAR LAS ACCIONES DE LA ENTIDAD,FALSE,view,ec9503
ec95030301,9.5.03.03.01,PAGOS POR ADQUIRIR O RESCATAR LAS ACCIONES DE LA ENTIDAD,FALSE,expense_direct_cost,ec950303
ec950304,9.5.03.04.,FINANCIACIÓN POR PRÉSTAMOS A LARGO PLAZO,FALSE,view,ec9503
ec95030401,9.5.03.04.01,FINANCIACIÓN POR PRÉSTAMOS A LARGO PLAZO,FALSE,expense_direct_cost,ec950304
ec950305,9.5.03.05.,PAGOS DE PRÉSTAMOS,FALSE,view,ec9503
ec95030501,9.5.03.05.01,PAGOS DE PRÉSTAMOS,FALSE,expense_direct_cost,ec950305
ec950306,9.5.03.06.,PAGOS DE PASIVOS POR ARRENDAMIENTOS FINANCIEROS,FALSE,view,ec9503
ec95030601,9.5.03.06.01,PAGOS DE PASIVOS POR ARRENDAMIENTOS FINANCIEROS,FALSE,asset_current,ec950306
ec950307,9.5.03.07.,IMPORTES PROCEDENTES DE SUBVENCIONES DEL GOBIERNO,FALSE,view,ec9503
ec95030701,9.5.03.07.01,IMPORTES PROCEDENTES DE SUBVENCIONES DEL GOBIERNO,FALSE,expense,ec950307
ec950308,9.5.03.08.,DIVIDENDOS RECIBIDOS PAGADOS,FALSE,view,ec9503
ec95030801,9.5.03.08.01,DIVIDENDOS RECIBIDOS PAGADOS,FALSE,asset_current,ec950308
ec950309,9.5.03.09.,INTERESES RECIBIDOS,FALSE,view,ec9503
ec95030901,9.5.03.09.01,INTERESES RECIBIDOS,FALSE,asset_current,ec950309
ec950310,9.5.03.10.,OTRAS ENTRADAS (SALIDAS) DE EFECTIVO,FALSE,view,ec9503
